题目,朝代,作者,内容
梅花十五首 其十一,元末明初,王冕,湖上春何在，罗浮梦已空。清香入书屋，不是杏花风。
梅花十五首 其十二,元末明初,王冕,庭院春日迟，风回翠鸾舞。谁倚玉阑干？摇动燕脂雨。
梅花十五首 其十三,元末明初,王冕,不作桃李态，山林别是春。但令心似铁，何虑惹缁尘？
梅花十五首 其十四,元末明初,王冕,面墨已无情，岂但心如铁？昨宵疏影横，空山半窗月。
梅花十五首 其十五,元末明初,王冕,明洁众所忌，难与群芳时，怀贞岁华晚，只有天地知。
墨梅四首 其一,元末明初,王冕,老仙醉吸墨数斗，吐出梅花个个真。相见草嫌颜色异，山林别是一般春。
墨梅四首 其二,元末明初,王冕,面皮如铁惯风霜，焉肯托根桃李场？转首江南春似海，一声箫管月苍苍。
墨梅,元末明初,王冕,我家洗研池边树，朵朵花开澹墨痕。不要人誇好颜色，只留清气满乾坤。
墨梅四首 其四,元末明初,王冕,莫厌缁尘染素衣，山间林下自相宜。玉堂多少闲风月，老子熟眠殊不知。
题巨然画,元末明初,王冕,溪山对雨起呼酒，一笑还披万里图。疏树远山秋淡薄，飘风流水尽模糊。
题曹云西山水,元末明初,王冕,旭日耀苍巘，翠岚生嫩寒。幽人诗梦醒，清响得松湍。
赠云峰上人墨梅图,元末明初,王冕,粲粲疏花照水开，不知春意几时回。嫩云清晓孤山路，记得短筇寻句来。
丁酉岁元日九里山中,元末明初,王冕,授时无历日，献岁喜天晴。道路何艰阻，山林似太平。梅香清海国，柳色上江城。且喜兰台近，疲民稍慰情。
九日书怀,元末明初,王冕,玉露霏凉木渐酡，每逢佳节惜年华。青山叠叠多归梦，白发萧萧不在家。触景漫思千古事，无钱空对一篱花。相知相见情何已，石鼎山泉且煮茶。
九日有怀,元末明初,王冕,拊髀怜佳节，多年不在家。有亲垂白发，无意对黄华。怀古余情旷，登高望眼赊。南山荒霭合，日暮乱归鸦。
九里山中三首 其二,元末明初,王冕,九里先生两鬓皤，今年贫胜去年多。敝衣无絮愁风劲，破屋牵萝奈雨何。数亩豆苗当夏死，一畦芦穧入秋瘥。相知相见无他论，笑看山前白鸟过。
九里山中三首 其三,元末明初,王冕,九里溪头晚雨晴，松风瑟瑟水泠泠。绝无过客问奇字，只有闲云到野亭。每笑盛名传坎壈，岂陈虚语说零丁？老年恰喜精神爽，合得仙人相鹤经。
八蟠岭,元末明初,王冕,路绕危垣上，风高松桧鸣。花飞殊失意，草长不知名。游客咨遗俗，居民指旧京。浮图天末起，瞻望忽伤情。
三茅观,元末明初,王冕,层峦开径隐空青，勃窣槃跚眼力生。萝蹬痴岚留宿雨，石林寒竹动秋声。城隍下瞰红尘海，楼阁高悬白玉京。夜静何人吹凤管？碧桃千树月华明。
下直沽,元末明初,王冕,拍河健橹比长驱，百尺飞帆下直沽。浩浩碧天秋气肃，堂堂明月夜窗虚。旌旗两岸芦花影，鼙鼓三声海浪趋。转首狂歌望西北，淡烟荒草是幽都。
与王德强,元末明初,王冕,阿伯迁官之五羊，严尊习隐水南庄。人生出处故有分，世道如斯徒自忙。笑我漂流双鬓雪，羡君奔走满靴霜。功名固是男儿志，何日归来绿野堂？
山中杂兴二十首 其一,元末明初,王冕,去城悬九里，夹地出双溪。傍水编茅屋，移花近药畦。长年无客到，终日有猿啼。利路何须问，闲身尽可栖。
山中杂兴二十首 其二,元末明初,王冕,因拜山农号，生涯日日新。带泥移瘦竹，和藓择枯薪。时酌山泉赏，都无世俗尘。乌鸢虽见忌，麋鹿自相亲。
山中杂兴二十首 其三,元末明初,王冕,居山还有趣，斸地本无谋。相顾谁青眼？同盟尽白头。豺狼迷道路，猿鸟傍林丘。休问巢由乐，吾心自可求。
山中杂兴二十首 其四,元末明初,王冕,拄杖听鸣鸠，青山树色稠。雨寒云不起，沙乱水交流。对景堪垂涕，无为亦动愁。疲民正无奈，谁解为君筹？
山中杂兴二十首 其五,元末明初,王冕,散处身如寄，幽栖屋似船。江鸣风落雨，山暗树生烟。架有催诗简，囊无贳酒钱。东邻吴季子，潇洒亦堪怜。
山中杂兴二十首 其六,元末明初,王冕,漂泊殊无定，归来得暂安。不嫌知己少，似觉傍人难。梅屋春风细，松窗夜月寒。交游成契阔，重检旧书看。
山中杂兴二十首 其七,元末明初,王冕,短策闲寻句，长歌独倚楼。野云迷客思，花雨乱春愁。论事思王猛，看书忆马周。老吾吾道在，一一付沧洲。
山中杂兴二十首 其八,元末明初,王冕,信是击中好，春来物物丰。石蚕生断砌，玉蕈出枯桐。暖雨蒸花气，晴烟扬柳风。眼前无限景，诗句可能穷？
山中杂兴二十首 其九,元末明初,王冕,趁暖行山径，寻幽过野亭。雨开云气白，风动烧痕青。桃树新生蕊，梅心小结形。倚阑闲纵目，物物得娉婷。
山中杂兴二十首 其十,元末明初,王冕,小艇横河过，残阳隔岸舂。水声清绕屋，山气冷侵窗。卸屐行花径，携书坐石缸。可知耕种好，只拟鹿门庞。
山中杂兴二十首 其十一,元末明初,王冕,细注归田录，重修种树书。自知身是客，不叹食无鱼。石屋春云重，紫床夜月虚。萧条空四壁，谁问马相如？
山中杂兴二十首 其十二,元末明初,王冕,眺望春光远，登临夕照微。野云平细垒，山鸟怪儒衣。触处无高下，何劳论是非？寄言彭泽宰，出仕不如归。
山中杂兴二十首 其十三,元末明初,王冕,山园无定式，力作是生涯。近水多栽竹，依岩半种茶。春风低小草，夜雨出新沙。不必闻时事，城中减大家。
山中杂兴二十首 其十四,元末明初,王冕,沟塍通谢墅，禹穴近龙宫。两水沿平地，诸山在下风。烟霞时出没，日月互西东。闲看桃源记，吾将此意同。
山中杂兴二十首 其十五,元末明初,王冕,石楼含晓色，茅屋静春晖。野水中间落，云山西面围。长歌樵担起，短笛钓船归。景物随时至，诗成思欲飞。
山中杂兴二十首 其十六,元末明初,王冕,贫居得幽僻，世事不相关。诗思多因雨，闲情独爱山。落花随水去，孤鹤望人还。最喜神清健，年来酒量悭。
山中杂兴二十首 其十七,元末明初,王冕,家贫便食淡，年老觉身臞。细字凭儿看，清樽待客沽。惜春嫌谢豹，顾兔忆韩卢。怅望青山曲，点头愧野夫。
山中杂兴二十首 其十八,元末明初,王冕,卜宅近山阿，柴门障薜萝。风清闻鹤唳，日暖听樵歌。密树悬青岛，平田浸白波。树船乘暮景，来往急如梭。
山中杂兴二十首 其十九,元末明初,王冕,草径如蛇绾，茅庐比斗宽。溪声归夜响，山气入春寒。且自师伊尹，毋劳说谢安。有时闲纵步，长啸白云端。
山中杂兴二十首 其二十,元末明初,王冕,寒雪满空山，出门行路难。家人愁累重，客子怯衣单。寇盗因时起，乾坤尚未安。吾农清苦甚，今日净朝餐。
山水图,元末明初,王冕,一望东南竟海涯，仙人何处饭胡麻？树阴霭霭欲生雨，山色重重似削瓜。玄哺紫苔封药草，白云流水隔桃花。天台司马君休问，绝胜终南处士家。
山水图,元末明初,王冕,云气笼阴隔荔萝，吾家曾住石南坡。秋风绕屋树声杂，夜雨落山溪水多。每有渔樵共谈笑，且无车马得经过。京师沙土眯人目，为尔传图情奈何。
山水图,元末明初,王冕,我生爱看真山水，眼底崎嵚每自谙。绝壑卧云留宿雨，高林浮翠出晴岚。青山近屋多于簇，白石攒沙小似蚶。展卷令人倍惆怅，杏花春雨隔江南。
山阴水村二首 其一,元末明初,王冕,有水无行路，人家个个幽。青山开障远，碧树入村稠。纵是比邻屋，相过亦用舟。我来潇洒甚，处处见沙鸥。
山阴水村二首 其二,元末明初,王冕,草阁凭江置，江深入夏寒。看山诗思远，对客酒杯宽。风景虽然别，行藏尽自安。浮萍轩子好，来往任盘桓。
山药,元末明初,王冕,山药依阑出，分披受夏凉。叶连黄独瘦，蔓引绿萝长。结实终堪食，开花近得香。烹庖入盘馔，不馈大官羊。
己丑二月三日大风雨雪二首 其一,元末明初,王冕,狂风推云若山倒，积雪满路行人稀。大家得意频唤酒，老子畏寒愁解衣。梅花出竹似索笑，沙鸥见我能忘机。却思前载燕山北，骑马踏冰看打围。
己丑二月三日大风雨雪二首 其二,元末明初,王冕,今年二月气候别，十日大雪寒于冬。民人正坐冻馁苦，燕雀如何意味浓？风俗可知南北早，山河空锁百千重。草堂欲作梅花梦，忽忆南阳有卧龙。
不饮,元末明初,王冕,不饮非无量，忘眠岂有谋？赤心思报国，白首愿封侯。界纸题封事，挑灯看蒯缑。何时勋业就？萧散五湖游。
中秋次韵答恢太虚,元末明初,王冕,江湖漂泊久，发白不知年。世远人何在？天空月自圆。山河清有影，草木净无烟。谁恤苍生苦，移忧到酒边。
云门山图,元末明初,王冕,十年不到云门寺，忽见若耶溪上山。落叶不随流水去，长松只在白云间。当年王谢已寂寞，终古林泉更往还。所喜二灵多道气，扶藜时复叩柴关。
三月廿九日夜欧阳省郎递至佳章观之技痒灯下即和但无童子急走送耳,元末明初,王冕,今时自与古时别，酒兴何如诗兴赊。风引白云归坐榻，雨蒸花气入窗纱。漫言海上神仙宅，不抵江南处士家。有客相过勿多论，老夫迂阔是生涯。
元日示师文,元末明初,王冕,骨格今年异，衣裳旧日殊。读书当努力，写字莫糊涂。白水翻三峡，青山出两都。老吾何所以？赖尔得相须。
太平兴国寺锁翠轩,元末明初,王冕,当轩种竹一万个，清荫满林生绿苔。六月不知天气热，长年只觉雨声来。岂惟凤鸟不食实？又见龙孙渐脱胎。计我岁寒为伴侣，屋头更著几株梅。
忆王子正,元末明初,王冕,雨重杨花落，春深杜宇悲。交情惟有我，朋友更言谁？云冷东山屐，尘埋北海碑。夜来茅屋下，酸泪为君垂。
忆张彦威御史,元末明初,王冕,挺挺张公子，桓桓道气充。辞章惊世俗，膂力慑英雄。且尔交游好，能堪仕宦穷。如何风雨际？埋没乱离中。
日晚,元末明初,王冕,日晚风云起，城空草木悲。蛟龙能自圣，骐骥不容迟。汉妇通番语，羌儿厌杜诗。老夫潇洒处，定是少人知。
水竹,元末明初,王冕,水竹能潇洒，天然二尺强。低枝均雨露，直节惯风霜。不拟编书简，何时宿凤凰？幽人颇相得，拂拭近茅堂。
水竹居,元末明初,王冕,小桥流水路萦纡，竹里茅茨是隐居。慷慨不同时俗辈，清高多读古人书。好山入屋情无限，明月穿帘兴有余。我亦山阴旧溪曲，一庭潇洒正相如。
水竹亭,元末明初,王冕,韩家亭子能潇洒，流水溅溅竹四围。清净岂惟尘不到？深幽真与世相违。凉飙激韵青云动，白月流光翠羽飞。安得时时携美酒？与君谈笑看云归。
见雪,元末明初,王冕,穷居忘节序，见雪却忧寒。渐渐山河失，依依道路难。故人迷信息，无客渡桑乾。况尔西南地，疲民夜不安。
写怀,元末明初,王冕,世情多曲折，客况自堪怜。听雨愁如海，怀人夜似年。草肥燕地马，花老蜀山鹃。冷澹无归计，苍苔满石田。
丙申元旦守母制因感而作,元末明初,王冕,今日椒花颂，无能献老亲。自怜垂白发，不敢著乌巾。牢落田园兴，微茫海国春。话言儿女辈，清苦莫辞贫。
写怀,元末明初,王冕,去载情无赖，今年兴颇幽。自居茅草屋，不想木兰舟。膏土栽黄独，开渠引碧流。溪翁来往熟，相帅看沙鸥。
发古塘,元末明初,王冕,秋风篱落菊花黄，满眼江山似故乡。投老无家真可笑，长年为客尚能狂。青苔蚀尽床头剑，白日消磨镜里霜。闻道中州凋弊甚，忘机不解说凄凉。
四月十二日书怀,元末明初,王冕,去年直北走风沙，今日江南事事讹。转首不知春已去，闭门只觉树阴多。青天有月徒惆怅，空谷无人绝笑歌。极目中原天万里，野烟荒草几铜驼。
对雨五首 其一,元末明初,王冕,忧国频看剑，怀人独凭阑。野云秋共黑，江雨晚生寒。盗贼纷然起，军民未得安。相逢谁慷慨？随处说艰难。
对雨五首 其二,元末明初,王冕,风雨秋冬接，乾坤昼夜同。正愁禾黍黑，况奈羽旄红。吴越民难处，江淮路不通。交游无定在，空想北归鸿。
对雨五首 其三,元末明初,王冕,百草雨中死，群乌天际飞。风尘时变灭，世事日乖违。弘景挂冠去，少陵徒步归。丁宁剑歌叟，得酒且忘机。
对雨五首 其四,元末明初,王冕,知少虑亦少，闲多病转多。干戈愁正切，风雨恨如何？华屋迷青草，玄门暗绿萝。凄凉无可奈，感慨动悲歌。
对雨五首 其五,元末明初,王冕,三秋多湿雨，十月见黄花。对景无情思，令人起叹嗟。聪嫌床下蚁，病惑酒中蛇。又听诸年少，怀才拟赋瓜。
对酒,元末明初,王冕,含笑看长剑，开怀对酒樽。江风生席面，山雨湿云根。去国愁征戍，丰年荷圣恩。莫辞情烂漫，白首壮心存。
对景,元末明初,王冕,景胜诗怀旷，愁围酒力降。地雷晴破石，山雨夜翻江。梦远蓬莱馆，香余薜荔窗。谅无封建迹，白首困南邦。
归来,元末明初,王冕,头白归来惊面生，东家西家知我名。友朋投老渐凋落，儿女向年俱长成。野梅开花尚古色，山风吹雨堕寒声。最喜溪翁会真率，浊酒过墙香满罂。
归来,元末明初,王冕,湖海飘零久，归来依旧贫。顾无青眼友，喜有白头亲。篱菊留余色，庭梅奏早春。溪翁密相访，杯酒接殷勤。
归来,元末明初,王冕,归来人境异，故里是他乡。坐阅红尘过，愁多白发长。关山云渺渺，江汉水茫茫。世事何多感，凭高又夕阳。
归来三首 其二,元末明初,王冕,某水某丘在，杖藜随处行。穷幽那适兴，岂是未忘情？契彼渔樵乐，于吾势利轻。云根老梅树，花发最分明。
