题目,朝代,作者,内容
台湾竹枝词,清末民国初,梁启超,相思树底说相思，思郎恨郎郎不知。树头结得相思子，可是郎行思妾时？
壮别,清末民国初,梁启超,丈夫有壮别，不作儿女颜。风尘孤剑在，湖海一身单。天下正多事，年华殊未阑。高楼一挥手，来去我何难。
壮别,清末民国初,梁启超,孕育今世纪，论功谁萧何？华拿总馀子，卢孟实先河。赤手铸新脑，雷音殄古魔。吾侪不努力，负此国民多。
壮别,清末民国初,梁启超,第一快心事，东来识此雄。学空秦火后，功就楚歌中。大陆成争鹿，沧瀛蛰老龙。牛刀勿小试，留我借东风。
壮别,清末民国初,梁启超,极目鉴八荒，淋漓几战场。虎皮蒙鬼蜮，龙血混玄黄。世纪开新幕，风潮集远洋。欲闲闲未，横槊数兴亡。
自题新中国未来记,清末民国初,梁启超,却横西海望中原，黄雾沈沈白日昏。万壑豕蛇谁是主？千山魑魅阒无人。青年心死秋梧悴，老国魂归蜀道难。道是天亡天不管，朅来予亦欲无言。
志未酬,清末民国初,梁启超,志未酬，志未酬，问君之志几时酬？志亦无尽量，酬亦无尽时。世界进步靡有止期，吾之希望亦靡有止期。众生苦恼不断如乱丝，吾之悲悯亦不断如乱丝。登高山复有高山，出瀛海复有瀛海。任龙腾虎跃以度此百年兮，所成就其能几许？虽成少许，不敢自轻，不有少许兮，多许奚自生。但望前途之宏廓而寥远兮，其孰能无感于余情。吁嗟乎，男儿志兮天下事，但有进兮不有止，言志已酬便无志。
拆屋行,清末民国初,梁启超,麻衣病嫠血濡足，负携八雏路旁哭。穷腊惨栗天雨霜，身无完裙居无屋。自言近市有数椽，太翁所搆垂百年，中停双木彗未满七，府贴疾下如奔弦。节度爱民修市政，要使比户成殷阗，袖出图样指且画，剋期改作无迁延。悬丝十命但恃粥，力单弗任惟哀怜。吏言称贷岂无路，敢以巧语干大权。不然官家为汝办，率比旁舍还租钱。出门十步九回顾，月黑风凄何处路。只愁又作流民看，明朝捉收官里去。彼中凡无业游民皆拘作苦工。市中华屋连如云，哀丝豪竹何纷纷。游人争说市政好，不见街头屋主人。
留别梁任南汉挪路卢,清末民国初,梁启超,沥血一杯酒，与君兄弟交。君母即我母，君仇即吾仇。况我实君累，君更不我尤。我若不报君，狗彘之不犹。劝君且勿哭，今哭何所求？磨刀复磨刀，去去不暂留。上有天与日，鉴我即我谋。我行为公义，亦复为私仇。脚蹴旧山河，手提贼人头。与君拜墓下，一恸为君酬。万一事不成，国殇亦足豪。云霄六君子，来轸方且遒。谁能久郁郁？长为儒冠羞。
留别梁任南汉挪路卢,清末民国初,梁启超,冤霜六月零，愤泉万壑哀。寥莪不可诵，游子肝肠摧。魑魅白昼行，啮人如草莱。劳劳生我恩，惨惨入泉台。悠悠者苍天，哀哀者谁子。人孰无天性，人孰无毛里。孰无泪与血，孰无肺与腑。海枯山可移，此恨安可补？沈沈复沈沈，怨毒乃如此。
寄赵尧生侍御以诗代书,清末民国初,梁启超,山中赵邠卿，起居复何似？去秋书千言，短李为我致。坐客睹欲夺，我怒几色市；比复凭罗隐，寄五十六字。把之不忍释，浃旬同卧起。稽答信死罪，惭报亦有以。昔岁黄巾沸，偶式郑公里；岂期姜桂性，遽撄魑魅忌；青天大白日，横注射工矢。公愤塞京国，岂直我发指。执义别有人，我仅押纸尾。怪君听之过，喋喋每挂齿。谬引汾阳郭，远拯夜郎李。我不任受故，欲报斯辄止。复次我所历，不足告君子。自我别君归，嘐嘐不自揆。思奋躯尘微，以救国卵累。无端立人朝，月躔迅逾纪。君思如我戆，岂堪习为吏。自然枘入凿，窘若磨旋蚁。默数一年来，至竟所得几。口空瘏罪言，骨反销积毁。君昔东入海，劝我衽慎趾。戒我坐垂堂，历历语在身，由今以思之，智什我岂翅。坐是欲有陈，操笔则颡泚。今我竟自拔，遂我初服矣。所欲语君者，百请述一二：一自系匏解，故业日以理。避人恒兼旬，深蛰西山阯。冬秀餐雪桧，秋艳摘霜柿。曾踏居庸月，眼界空夙滓；曾饮玉泉水，洌芳沁蛔脾。自其放游外，则溺于文事。乙乙蚕吐丝，汩汩蜡泫泪。日率数千言，今略就千纸。持之以入市，所易未甚菲。苟能长如兹，馁冻已可抵。君常忧我贫，闻此当一喜。去春花生日，吾女既燕尔。其婿夙嗜学，幸不橘化枳。两小今随我，述作亦斐亹。君诗远垂问，纫爱岂独彼。诸交旧踪迹，君倘愿闻只：罗瘿跌宕姿，视昔且倍蓰。山水诗酒花，名优与名士。作史更制礼，应接无停晷。百凡皆芳洁，一事略可鄙。索笑北枝梅，楚璧久如屣；曾蛰蛰更密，足已绝尘轨。田居诗十首，一首千金值。丰岁犹调饥，骞举义弗仕。眼中古之人，惟此君而已；彩笔江家郎，翊云在官我肩比。金玉兢自保，不与俗波靡。近更常为诗，就我相砻砥。君久不见之，见应刮目视。三子君所笃，交我今最挚。陈征宇林宰平黄孝觉黄哲维梁众异，旧社君同气。而亦皆好我，襟抱互弗閟；更二陈韬阉、石遗一林畏庐，老宿众所企。吾间一诣之，则以一诗贽；其在海上者，若海嘻憔悴，顾未累口腹，而或损猛志；孝侯周孝怀特可哀，悲风生陟屺，君曾否闻知，备礼致吊诔。此君孝而愚，长者宜督譬。凡兹所举似，君或谂之备。欲慰君索居，词费兹毋避。大地正喋血，毒螫且潜沸。一发之国命，懔懔驭朽辔。吾曹此馀生，孰审天所置。恋旧与伤离，适见不达耳。以君所养醇，宜夙了此旨；故山两年间，何藉以适己？箧中新诗稿，曾添几尺咫？其他藏山业，几种竟端委？酒量进抑退？抑遵昔不徒？或言比持戒，我意告者诡。岂其若是恝，辜此郸筒美；所常与钓游，得几园与绮？门下之俊物，又见几騄駬？健脚想如昨，较我步更驶。峨眉在户牖，贾勇否再儗？琐琐此问讯，一一待蜀使。今我寄此诗，媵以欧战史，去腊青始杀，敝帚颇自憙，下酒代班籍，将弗笑辽豕；尤有亚匏集，我嗜若脍胾，谓有清一代，三百年无比，我见本井蛙，君视为然否？我操兹豚蹄，责报乃无底：第一即责君，索我诗瘢痏。首尾涂乙之，益我学根柢；次则昔癸丑，禊集西郊沚，至者若而人，诗亦杂瑾玭，丐君补题图，贤者宜乐是；复次责诗卷，手写字栉比，凡近所为诗，不问近古体，多多斯益善，求添吾弗耻；最后有所请，申之以长跪，老父君夙敬，生日今在迩，行将归称觞，乞宠以巨制，乌私此区区，君义当不诿。浮云西南行，望中蜀山紫，悬想诗到时，春已满杖履，努力善眠食，开抱受蕃祉，桃涨趁江来，伫待剖双鲤，岁乙卯人日，启超拜手启。
赋示校员及诸生,清末民国初,梁启超,在昔吾居夷，希与尘客接。箱根山一月，归装稿盈箧。虽匪周世用，乃实与心惬，如何归乎来？两载投牢筴。愧傣每颡泚，畏讥每慑魄。冗材惮享牺，遐想醒梦蝶。推理悟今吾，乘愿理夙业。郊园美风物，昔游记攸玾。愿言赁一庑，庶以客孤笈。其时天降凶，大地血正喋。蕴怒夙争郑，导衅忽刺歙。贾勇羞目逃，斗智屡踵蹑。遂令六七雄，傞舞等中魇。澜倒竟畴障？天坠真己压。狂势所簸薄，震我卧榻齂。未能一丸封，坐遭两黥挟。吾衰复何论？天僇困接摺。猛志落江湖，能事寄简牍。试凭三寸管，貌彼五云叠。庀材初类匠，诇势乃如谍。溯往既纚纚，衡今逾喋喋。有时下武断，快若髭赴镊。哀我久宋聋，持此饷葛馌。藏山望岂敢，学海愿亦辄。月出天宇寒，携影响廊屧。苦心碎池凌，老泪润阶叶。咄哉此局棋，坼角惊急劫。错节方我畀，畏途与谁涉？莘莘年少子，济川汝其楫。相期共艰危，活国厝妥帖。当为雕鸢墨，莫作好龙叶。夔空复怜蚿，目苦不见睫。来者傥暴弃，耗矣始愁惵。急景催跳丸，我来亦旬浃。行袖东海石，还指西门堞。惭非徙薪客，徒效恤纬妾。晏岁付劳歌，口呿不能嗋。
澳亚归舟杂兴,清末民国初,梁启超,长途短发两萧森，独自凭栏独自吟。日出见鸥知岛近，宵分闻雨感秋深。乘桴岂是先生志，衔石应怜后死心。姹女不知家国恨，更弹汉曲入胡琴。拍拍群鸥相送迎，珊瑚湾港夕阳明。远波淡似里湖水，列岛繁于初夜星，荡胃海风和露吸，洗心天乐带涛听，此游也算人间福，敢道潮平意未平。蛮歌曲终锦瑟长，兔魄欲堕潮头黄，微云远连海明灭，稀星故逐船低昂，绳楐梦耶觉，冰酒沁骨清以凉，如此闲福不消受，一宵何苦为诗忙。苦吟兀兀成何事，永夜迢迢无限情，万壑鱼龙风在下，一天云锦月初生，人歌人哭兴亡感，潮长潮平日夜声，大愿未酬时易逝，抚膺危坐涕纵横。
赠别郑秋蕃兼谢惠画,清末民国初,梁启超,鲁孱漆室泣，周蠢嫠纬悲，谋国自有肉食辈，干卿甚事，胡乃长叹而累欷？覆巢之下无完卵，智者怵惕愚者嬉。天下兴亡各有责，今我不任谁贷之。吾友荥阳郑秋子，志节卓荦神嵚崎。热心直欲炉天地，视溺己溺饥己饥。少年学书更学剑，顾盼中原生雄姿。此才不学万人敌，大隐于市良自嗤。一槎渡海将廿载，纵横商战何淋漓，眼底骈罗世界政俗之同异，脑中孕含廿纪思想之瑰奇。青山一发望故国，每一念至魂弗怡，不信如此江山竟断送，四百兆中无一是男儿。去年尧台颁衣带，血泪下感人肝脾。义会不胚走天下，日所出入咸闻知。君时奋臂南天隅，毁家纾难今其时。悲歌不尽铜驼泪，魂梦从依敬业旗。誓拯同胞苦海苦，誓答至尊慈母慈，不愿金高北斗寿东海，但愿得见黄人捧日、崛起大地、而与彼族齐骋驰。我渡赤道南，识君在雪黎。貌交淡于水，魂交浓如饴。风云满地我行矣，壮别宁作儿女悲。知君有绝技，余事犹称老画师。君画家法兼中外，蹊径未许前贤窥；我昔倡议诗界当革命，狂论颇颔作者颐。吾舌有神笔有鬼，道远莫致徒自嗤；君今革命先画界，术无与并功不訾。我闻西方学艺盛希腊，实以绘事为本支，尔来蔚起成大国，方家如鲫来施施。君持何术得有此，方驾士蔑凌颇离，英人阿利华士蔑，近世最著名画师也。希腊人颇离奴特，上古最著名画师也。一缣脱稿列梳会，君尝以所画寄陈博览会，评赏列第一云。博览会西名曰益士彼纯，又名曰梳。万欧谓欧罗巴人也。喷喷惊且咍，乃信支那人士智力不让白皙种，一事如此他可知。我不识画却嗜画，悉索无餍良贪痴。五日一水十日石，君之惠我无乃私。棱棱神鹰兮历历港屿，君所赠余画，一为飞鹰搏鸮图，一为雪港归舟图，皆君得意之作也。雪黎港口称世界第一，画家喜画之，而佳本颇难。缭以科葛米讷兮藉以芦丝，西人有一种花名曰科葛米纳，意言勿忘我也，吾译之为长毋相忘花。芦丝即玫瑰花。君所赠画，杂花烘缭，秾艳独绝。画中之理吾不解，画外之意吾颔之。君不见鸷鸟一击大地肃，复见天日扫雰翳，山河锦绣永无极，烂花繁锦明如斯；又不见今日长风送我归，欲别不别还依依，桃花潭水兮情深千尺，长毋相忘兮攀此繁枝。君遗我兮君画，我报君兮我诗，画体维新诗半旧，五省六燕惭转滋。媵君一语君听取，人生离别寻常耳，桑田沧海有时移，男儿肝胆长如此，国民责任在少年，君其勉旃吾行矣。
探芳信 题吴江陶莘农茂才《耘经既耕还读图》,清末民国初,洪炳文,鸟声不住。布谷催耕，提壶携酒。正一年春及，芳辰漫辜负。北陌南阡青无限，刚是扶犁候。莫评量、木橘千头，渭川千亩。清福能消受。看木叶秋飘，池波春皱。如此园亭、容我读书否。蟾光许现团圞相，吾佛无量寿。望江南，一发青山依旧。
买陂塘 题刘晓眉《桃源问津图》,清末民国初,洪炳文,问刘郎、天台归后，一帆花外春雨。云迷洞口人何处，只见绿杨千缕。忆杜宇、声声渔唱闻遥浦。寻芳寡侣。看红露流香，丹霞似锦，暗逐落花去。仙山里，可有垂髫儿女。风吹衣袂翩举。武陵闻说秦人在，无异尘寰完聚。今几许。魏晋渺云烟，莫道沧桑苦。丹青羡汝。待访得桃源，木兰舟畔，添写一枝橹。
城头月 柳眉,清末民国初,洪炳文,小蛮自昔能歌舞。纤纤偏如许。新月弯环，远山媚妩。令我添愁绪。含情欲与人言语。试把青痕数。愁蹙双蛾，管侬离别，正是章台路。
苏幕遮 柳眼,清末民国初,洪炳文,好韶光，长亭路。偷看行人，隐隐鞭丝度。隋苑繁华争一瞬，含睇相迎，绰约风情露。鹦鹉洲，桃叶渡。浓露朝零，珠泪抛无数。瞥见名花开万树。倏转秋波，望望春归处。
蝶恋花 柳丝,清末民国初,洪炳文,春雨缠绵寒食近。新绿参差，却被流莺引。何处弄机声隐隐。别绪千条言难尽。着色鹅黄留画本。弹出阳关，挹露飘瑶轸。剪断青云谁更忍。一缕柔情、恐被相思损。
庐山,清末民国初,梁鼎芬,我生久行役，入山苦不早。身带灵宝符，鸡犬自牵抱。清风散阴气，晶出安能褥。五老如故人，依稀梦中道。
鹧鸪天,清末民国初,何振岱,鹤氅云边倚晓寒。琴丝碧海为谁弹。何曾仙佛无凭准，但惜人间解意难。毫浣露，纸薰兰。新词一卷托心肝。吟成不倚筝琶和，声出烟霄缥缈间。
乌夜啼 同瞻园登戒坛千佛阁,清末民国初,朱祖谋,春云深宿虚坛。磬初残。步绕松阴双引出朱阑。吹不断。黄一线。是桑乾。又是夕阳无语下苍山。
南乡子,清末民国初,朱祖谋,病枕不成眠。百计湛冥梦小安。际晓东窗鶗鴂唤，无端。一度残春一惘然。歌底与尊前。岁岁花枝解放颠。一去不回成永忆，看看。惟有承平与少年。
天池寺,清末民国初,程颂万,废阁凌虚松扫坛，聚仙亭上一凭阑。近攀南斗七千仞，直下东林十八盘。潭古龙鱼淹昼晦，塔荒猿鸟竟高寒。神灯夜夜来相照，莫讶天边行路难。
